edad	sexo	estudios	neuroticism	extraversion	openness	agreeableness	conscientiousness	impulsiveness	sensation	nicotineD	nicotineY	coc
1.82213	-.48246	-.61113	-.79151	.16767	.58331	.59042	.93949	-1.37983	-.52593	0	1	"decade"
-.07854	-.48246	1.16365	.04257	1.2861	2.90161	-.60633	-.00665	-.71126	.07987	0	1	"decade"
-.07854	-.48246	-1.7379	-.05188	-.57545	.88309	.43852	-.78155	-.21712	.07987	0	1	"decade"
1.82213	.48246	-.61113	1.37297	-.69509	1.43533	-.15487	-1.92173	.88113	1.2247	1	0	"decade"
.49788	.48246	-.05921	.04257	.47617	-.84732	-.76096	1.13407	.52975	.7654	0	1	"year"
-.07854	.48246	-.05921	-.58016	-.15487	-1.42424	-.01729	-.40581	.88113	-2.07848	0	1	"never"
-.95197	-.48246	-.61113	-1.55078	.63779	-.31776	-.60633	-.27607	.52975	.7654	0	1	"never"
1.82213	.48246	-.05921	.04257	-.30033	-.31776	-.76096	.58489	1.29221	.7654	1	0	"decade"
.49788	-.48246	-1.7379	-.05188	.00332	-.31776	-.01729	.41594	-1.37983	-1.18084	0	1	"never"
1.09449	-.48246	-.05921	.41667	.47617	.29338	-1.07533	-1.13788	.88113	.07987	0	1	"decade"
.49788	-.48246	.45468	-.46725	.63779	.88309	-.76096	.58489	.19268	.07987	1	0	"decade"
-.07854	-.48246	.45468	.13606	-.30033	-.97631	-1.34289	-.00665	.19268	-.52593	0	1	"year"
.49788	-.48246	-1.7379	1.49158	-1.09207	-1.11902	-1.772	-.78155	-.71126	.07987	1	0	"decade"
.49788	.48246	1.16365	-1.05308	1.11406	-.31776	.28783	.12331	-1.37983	-.52593	1	0	"never"
.49788	-.48246	.45468	.04257	.96248	-.58331	-.30172	-.40581	.52975	-.21575	0	1	"decade"
1.09449	.48246	1.16365	.41667	.47617	-.17779	-.15487	.25953	-.21712	-1.18084	0	1	"decade"
-.95197	-.48246	-.61113	.41667	.47617	.58331	.13136	-1.0145	1.86203	.40148	0	1	"year"
1.82213	-.48246	-1.7379	-.14882	-.30033	-.17779	.76096	.41594	-.21712	-.21575	0	1	"year"
.49788	-.48246	-1.7379	.91093	-.30033	-1.55521	-.45321	-.27607	-.21712	-.21575	0	1	"never"
-.95197	.48246	-1.43719	-1.43907	1.93886	.44585	.13136	.25953	.88113	1.92173	0	1	"never"
.49788	.48246	-1.7379	-.14882	.16767	-.71727	-1.6209	.25953	-.21712	-.52593	0	1	"decade"
-.07854	.48246	1.16365	.31287	-.15487	.29338	-.45321	.93949	-.71126	-.21575	1	0	"never"
-.07854	-.48246	-.05921	.52135	-.57545	.14143	-.15487	-.78155	.52975	1.2247	0	1	"year"
-.07854	-.48246	1.16365	-.14882	.32197	-1.27553	1.11406	1.81175	.52975	1.2247	0	1	"decade"
.49788	.48246	.45468	.22393	-.30033	-.97631	-.76096	.93949	-1.37983	-2.07848	0	1	"never"
1.09449	.48246	-1.7379	.62967	-.30033	-.84732	-.45321	.12331	-.71126	-1.18084	0	1	"never"
-.95197	-.48246	-.61113	.04257	.32197	-.01928	-1.34289	-.14277	.52975	.07987	0	1	"never"
-.95197	-.48246	-.61113	-.24649	.47617	-.17779	-.76096	-1.25773	.19268	.07987	0	1	"never"
.49788	.48246	-2.43591	.13606	-.80615	-1.82919	.13136	.41594	-1.37983	-2.07848	0	1	"decade"
1.09449	.48246	.45468	-.67825	.63779	1.06238	2.03972	2.63199	.19268	.07987	0	0	"decade"
1.82213	-.48246	-1.22751	-1.86962	.47617	-1.11902	-.01729	.41594	-.71126	-.52593	1	0	"never"
-.95197	-.48246	-.05921	.91093	-1.37639	-.31776	-1.92595	-1.38502	.88113	.07987	0	1	"year"
.49788	-.48246	1.98437	.62967	-.15487	-.17779	.59042	-1.64101	.52975	-.21575	0	0	"never"
-.07854	.48246	-.05921	.73545	1.11406	-.01928	-.01729	-.00665	-.21712	1.2247	0	1	"year"
1.82213	-.48246	.45468	.91093	.00332	.58331	-1.92595	.58489	-.21712	-1.18084	0	0	"never"
1.09449	-.48246	.45468	1.02119	-1.50796	-.71727	.28783	-.89891	-.21712	.7654	0	1	"year"
-.95197	.48246	.45468	-.24649	.16767	-.71727	1.61108	1.13407	.19268	-1.18084	1	0	"never"
-.07854	-.48246	1.16365	-.34799	-.15487	-.71727	-1.6209	-.65253	.52975	.07987	0	0	"never"
.49788	.48246	1.16365	-1.86962	2.32338	-.45174	1.45039	1.46191	.19268	-1.18084	1	0	"never"
-.07854	.48246	.45468	.91093	.00332	.88309	-2.07848	-.52745	.19268	-.21575	0	1	"year"
-.95197	.48246	.45468	1.37297	.80523	-.97631	.94156	-.65253	.52975	.07987	0	1	"year"
1.09449	.48246	-.61113	.73545	-.30033	-1.27553	.76096	-.89891	-1.37983	-1.54858	0	1	"never"
.49788	.48246	.45468	1.13281	-.30033	-.01928	.59042	.58489	.19268	.40148	1	0	"never"
1.09449	-.48246	1.16365	-1.32828	1.2861	-.17779	.59042	1.81175	-2.55524	-1.18084	0	0	"never"
1.09449	.48246	.45468	-1.05308	.32197	-.17779	-.91699	.12331	-1.37983	-1.54858	1	0	"never"
1.09449	.48246	.45468	.22393	.80523	-.01928	.76096	.41594	.19268	.07987	0	0	"never"
.49788	-.48246	-1.43719	.73545	.80523	.88309	-1.21213	-1.0145	.19268	1.2247	0	1	"decade"
-.07854	.48246	.45468	.82562	.63779	-.97631	-.76096	.25953	-.21712	-.21575	0	1	"decade"
-.95197	.48246	-1.7379	1.23461	-.57545	-.71727	-.76096	-1.0145	1.29221	-.21575	0	1	"never"
.49788	.48246	-.05921	1.60383	.16767	-.45174	.59042	-.78155	-.71126	-.21575	0	0	"never"
1.09449	.48246	-.61113	-.92104	-.43999	.88309	3.15735	-.00665	-1.37983	-1.18084	0	1	"decade"
-.07854	.48246	1.16365	-1.86962	-.69509	-.97631	-.45321	2.04506	-1.37983	-.84637	0	0	"never"
-.95197	-.48246	.45468	1.23461	-.43999	.14143	.13136	-1.78169	.52975	-1.18084	1	0	"never"
-.07854	.48246	1.16365	-1.1943	1.11406	.14143	-.60633	-.14277	-.21712	-.84637	0	1	"never"
-.95197	.48246	.45468	-.14882	-.43999	-1.42424	.76096	1.30612	-1.37983	-.52593	1	0	"never"
.49788	.48246	1.16365	-.79151	1.2861	.14143	-1.07533	1.13407	-.21712	1.2247	0	1	"year"
-.95197	.48246	1.16365	1.72012	-1.50796	-.17779	.76096	.25953	-.21712	-1.18084	0	0	"never"
-.07854	.48246	1.16365	1.02119	-1.92173	-.45174	-.01729	.41594	-.71126	-2.07848	0	0	"never"
-.07854	.48246	1.98437	.62967	.47617	-.45174	-.01729	1.30612	.52975	.07987	0	0	"never"
1.09449	.48246	1.16365	.22393	-.94779	-1.11902	-.01729	.93949	-.71126	-1.18084	0	0	"never"
-.95197	.48246	.45468	-.14882	-.30033	.29338	-.15487	.25953	-1.37983	-.52593	1	0	"never"
-.07854	.48246	.45468	-1.69163	.96248	-.17779	1.45039	1.30612	-.71126	-.21575	0	0	"never"
-.95197	.48246	.45468	-.46725	-.15487	-.58331	.94156	-.14277	1.29221	1.2247	1	0	"decade"
1.09449	.48246	.45468	-.79151	.00332	.44585	.28783	1.13407	.19268	-.52593	0	1	"decade"
-.95197	.48246	.45468	1.02119	.16767	-.71727	.28783	.41594	-.71126	-.52593	0	0	"never"
.49788	.48246	.45468	.62967	.63779	.44585	-1.07533	.7583	-.21712	-.21575	0	1	"decade"
.49788	.48246	1.16365	2.61139	.47617	-1.55521	-.30172	1.46191	-.21712	-.84637	0	1	"never"
-.07854	.48246	1.16365	.82562	.32197	-.58331	-1.772	-.27607	.19268	.07987	0	0	"never"
1.09449	.48246	-.61113	-.46725	-.43999	-.01928	.13136	-.40581	1.86203	-.84637	0	1	"decade"
1.09449	.48246	1.16365	.31287	-.80615	.14143	.59042	-.78155	-.71126	-.84637	0	0	"never"
-.95197	.48246	.45468	.91093	1.11406	-.97631	.94156	.58489	-1.37983	-1.18084	0	1	"never"
-.95197	-.48246	.45468	1.8399	.63779	1.24033	-.91699	-.52745	-.21712	.07987	0	1	"decade"
.49788	-.48246	1.16365	1.02119	-.80615	-.17779	-.30172	-.00665	-.21712	-.21575	1	0	"never"
.49788	.48246	1.98437	-.34799	.80523	-.17779	-.91699	2.63199	-.71126	-.52593	0	1	"never"
.49788	.48246	-.05921	.22393	1.11406	-1.11902	-1.772	-.40581	.52975	.7654	1	0	"never"
-.95197	.48246	1.16365	-1.69163	1.93886	-.17779	1.11406	1.81175	.19268	.7654	0	0	"never"
.49788	-.48246	-.05921	1.23461	-1.23177	-1.68062	-1.07533	-.65253	1.86203	.07987	0	1	"decade"
1.82213	.48246	-.61113	-.92104	.96248	.44585	-.60633	-.40581	.52975	-.21575	0	0	"never"
.49788	.48246	.45468	2.127	-1.50796	-1.82919	.59042	-1.78169	-.71126	-1.54858	1	0	"decade"
.49788	-.48246	-1.7379	-1.86962	.80523	-1.55521	-.45321	1.13407	-.21712	.07987	0	1	"never"
-.07854	.48246	1.16365	.82562	.32197	.14143	.59042	.93949	-.71126	-.52593	0	0	"never"
-.07854	.48246	.45468	1.02119	.80523	-.71727	1.2861	-.14277	-.71126	-.21575	1	0	"never"
1.09449	.48246	1.16365	1.02119	-.15487	.29338	1.11406	1.46191	-1.37983	-1.54858	1	0	"never"
-.95197	.48246	1.16365	-.14882	.80523	.58331	.13136	.7583	-.21712	-.21575	1	0	"never"
.49788	.48246	-.61113	-1.1943	.00332	-1.11902	-.01729	-1.92173	1.86203	-.21575	1	0	"decade"
-.95197	-.48246	-.61113	-.92104	1.58487	.44585	-.30172	-.65253	.88113	.7654	0	1	"never"
.49788	.48246	-.05921	.31287	1.2861	1.65653	-.30172	.93949	.52975	.07987	0	0	"never"
-.95197	.48246	-.61113	.62967	.00332	-.58331	.43852	-.40581	-.21712	1.2247	0	1	"never"
-.07854	-.48246	.45468	-.24649	.16767	-.31776	-1.21213	.7583	1.29221	.40148	1	0	"never"
-.95197	-.48246	-.05921	.73545	-.57545	1.24033	-1.07533	-.27607	.52975	.40148	0	1	"never"
-.95197	-.48246	-.61113	.31287	.32197	-.31776	.76096	-1.78169	.19268	.7654	0	1	"never"
-.07854	.48246	-1.7379	-.46725	1.58487	.44585	.94156	.12331	-.21712	.07987	0	1	"decade"
1.82213	.48246	-.61113	-1.32828	-.15487	.29338	-.91699	.41594	.52975	.07987	0	0	"decade"
.49788	-.48246	-2.43591	-.58016	.00332	-.58331	-.60633	.58489	-.21712	.40148	0	1	"decade"
.49788	.48246	.45468	.41667	-.43999	-.31776	-1.6209	1.63088	-.21712	-.84637	1	0	"never"
.49788	.48246	-.05921	-2.75696	.96248	.14143	.43852	2.04506	-.71126	-.21575	0	1	"decade"
-.07854	-.48246	-.05921	-.05188	.96248	-.01928	.59042	.58489	.19268	.7654	0	1	"year"
.49788	-.48246	-1.7379	-.34799	-.57545	-.58331	-1.21213	-.65253	1.29221	.7654	0	0	"decade"
1.09449	-.48246	-.05921	.31287	.16767	-.45174	-1.34289	.41594	-.21712	.7654	1	0	"decade"
-.95197	-.48246	-1.7379	-1.43907	.80523	.7233	.94156	.93949	.52975	1.2247	0	1	"year"
1.82213	.48246	-.05921	-.34799	-.43999	-.31776	-.76096	.58489	.88113	1.2247	1	0	"decade"
1.09449	.48246	-.05921	.04257	.16767	-.58331	.43852	.25953	-.21712	-.52593	0	1	"decade"
-.95197	-.48246	-.61113	.52135	-.15487	.29338	-.01729	-.89891	.52975	.40148	0	1	"never"
1.09449	.48246	1.16365	.73545	-.57545	-.58331	1.81866	.12331	-.71126	-1.18084	0	0	"decade"
-.95197	-.48246	-.61113	1.02119	1.11406	.7233	.13136	-1.0145	1.86203	1.2247	0	1	"year"
-.95197	-.48246	-.61113	.52135	-1.6334	-1.11902	-2.07848	.58489	.52975	1.2247	0	1	"never"
-.95197	-.48246	-.61113	1.98437	-.94779	.7233	-.60633	-1.0145	.52975	.7654	0	1	"never"
-.07854	-.48246	.45468	-.67825	-.80615	-.45174	-1.47955	.12331	-.71126	-.21575	0	1	"decade"
.49788	.48246	-.61113	.41667	.32197	.29338	.94156	.41594	-.71126	-.52593	0	1	"decade"
1.82213	.48246	1.16365	-2.52197	1.11406	1.88511	1.2861	-1.0145	-.71126	-.52593	0	0	"decade"
-.95197	-.48246	.45468	-.46725	.00332	-1.11902	1.45039	-.78155	-.21712	1.2247	0	1	"never"
1.09449	-.48246	-.61113	-.05188	.00332	.88309	2.03972	-.14277	-.71126	.07987	0	1	"decade"
-.07854	-.48246	.45468	-1.69163	1.2861	1.24033	.13136	1.13407	.52975	1.92173	1	0	"year"
1.82213	.48246	-.05921	1.23461	-.80615	-1.42424	1.11406	-1.5184	1.86203	-.21575	1	0	"year"
-.07854	-.48246	-.61113	-.92104	.96248	.88309	.13136	-.65253	.19268	1.92173	0	1	"decade"
-.07854	-.48246	.45468	-.67825	.32197	-.58331	1.2861	.58489	.52975	1.2247	0	1	"never"
.49788	-.48246	.45468	-1.1943	.16767	-.17779	-.30172	-.40581	-.21712	-.52593	1	0	"decade"
-.07854	.48246	1.16365	1.98437	-.30033	-.31776	-1.6209	-.65253	.19268	.07987	0	1	"year"
-.07854	.48246	-2.43591	-.24649	.63779	-.71727	-.91699	.25953	1.29221	-.21575	0	1	"year"
.49788	.48246	1.16365	.13606	-.15487	-.45174	.76096	-.27607	.88113	1.2247	0	1	"never"
1.09449	.48246	-.61113	1.02119	.16767	-.17779	-.60633	-1.0145	1.29221	1.2247	0	1	"decade"
1.09449	-.48246	-.05921	-.92104	1.2861	-.31776	-.60633	.7583	-.71126	.07987	0	1	"never"
-.07854	.48246	.45468	-.05188	1.11406	.88309	.13136	-.00665	.52975	.07987	1	0	"never"
1.82213	-.48246	1.16365	-.67825	-.94779	.7233	-.91699	.58489	-1.37983	-.84637	0	0	"never"
-.95197	-.48246	-1.22751	.52135	-1.37639	-.45174	1.45039	-1.78169	1.29221	.40148	0	1	"never"
.49788	-.48246	1.16365	-.92104	.63779	-.17779	-1.34289	.25953	.88113	.40148	1	0	"never"
.49788	.48246	1.16365	-.14882	.47617	-.31776	.28783	1.63088	-.71126	-1.54858	0	0	"never"
1.09449	.48246	1.16365	-.34799	.00332	-.45174	-.30172	-1.38502	1.86203	-.52593	1	0	"never"
.49788	.48246	1.98437	.04257	.00332	-1.27553	-.01729	.25953	-1.37983	-.21575	1	0	"never"
.49788	.48246	-.05921	-.34799	-.57545	-.58331	-.91699	.25953	-.71126	-1.54858	1	0	"decade"
.49788	-.48246	.45468	-.05188	-.43999	-.84732	-.45321	.41594	-.21712	-.21575	1	0	"never"
.49788	-.48246	1.98437	-1.69163	-.94779	-1.55521	1.81866	.58489	-2.55524	-.84637	0	1	"year"
-.07854	.48246	1.98437	1.23461	-1.09207	-1.27553	1.61108	.25953	-1.37983	-1.54858	0	1	"year"
1.09449	.48246	1.98437	-.46725	.47617	.58331	.28783	-.14277	-.21712	-2.07848	0	1	"never"
.49788	.48246	1.98437	.52135	-.30033	1.65653	.28783	1.13407	-1.37983	-2.07848	0	1	"decade"
-.95197	.48246	.45468	.41667	-.15487	-.31776	2.23427	1.13407	-1.37983	-.52593	0	0	"never"
-.95197	.48246	.45468	1.23461	-.43999	-1.27553	-.91699	.7583	-1.37983	-2.07848	0	0	"never"
-.07854	.48246	1.16365	-.67825	1.74091	.44585	.13136	.25953	-.71126	.07987	0	1	"year"
.49788	.48246	1.98437	1.23461	.16767	-.01928	-1.07533	-.65253	-.21712	1.2247	0	1	"year"
.49788	-.48246	.45468	-.79151	-.30033	-.17779	1.11406	-.52745	-.71126	.07987	1	0	"decade"
1.09449	.48246	.45468	-.67825	.32197	-.45174	.43852	-.00665	.19268	-.21575	0	0	"never"
.49788	.48246	-.05921	-.34799	.16767	-.97631	.76096	.41594	-1.37983	-1.18084	0	0	"never"
-.95197	.48246	.45468	-.24649	-.57545	-1.42424	-.15487	1.63088	-.71126	.07987	0	0	"never"
-.07854	-.48246	-1.7379	-.24649	1.74091	.88309	1.2861	.41594	.52975	1.92173	0	1	"year"
1.09449	-.48246	.45468	-.14882	-.69509	.44585	.13136	-.14277	-.21712	-.52593	1	0	"never"
.49788	-.48246	1.16365	-.67825	.96248	.88309	2.23427	1.81175	-.21712	.40148	1	0	"never"
-.07854	.48246	1.16365	-1.05308	.63779	-.31776	1.2861	1.30612	-.71126	.40148	0	1	"never"
-.07854	-.48246	-.61113	.22393	-.30033	-1.68062	.59042	-.65253	-.21712	.07987	0	1	"year"
1.09449	-.48246	.45468	.04257	-.30033	-.31776	-.76096	-.40581	1.29221	-.52593	0	0	"never"
-.95197	.48246	.45468	-.46725	-.15487	-.31776	-.15487	.7583	-.21712	-.52593	1	0	"never"
-.95197	-.48246	-.61113	-1.43907	1.45421	1.06238	-1.6209	.93949	-.71126	.40148	0	1	"year"
.49788	.48246	1.16365	1.13281	.16767	1.06238	2.03972	-1.0145	1.29221	1.92173	0	1	"year"
-.07854	.48246	.45468	-.14882	.80523	-1.27553	-.01729	2.04506	.19268	-1.18084	1	0	"decade"
1.09449	.48246	1.16365	-.46725	2.127	2.44904	1.61108	.12331	1.29221	.40148	0	1	"year"
-.07854	-.48246	1.16365	.62967	.47617	.44585	.59042	-1.0145	.19268	-1.18084	1	0	"decade"
-.95197	-.48246	-.61113	1.02119	1.2861	1.24033	-.60633	-1.0145	.19268	.40148	0	1	"year"
-.95197	-.48246	-.61113	-.67825	.63779	-.01928	.13136	-.00665	1.29221	.40148	1	0	"never"
.49788	.48246	-1.7379	-.34799	.96248	-.71727	.43852	1.13407	-.71126	-.84637	1	0	"never"
-.07854	-.48246	1.16365	-.46725	1.74091	-.45174	-.15487	-1.0145	.52975	.7654	0	1	"never"
1.09449	-.48246	-.61113	1.23461	-.57545	.29338	-1.21213	-1.13788	1.29221	.40148	0	1	"decade"
1.09449	-.48246	-.05921	1.13281	-1.37639	1.43533	-.45321	-1.38502	1.86203	1.92173	0	1	"decade"
-.95197	-.48246	1.16365	.62967	.16767	.44585	-.30172	-.52745	.88113	.07987	0	1	"never"
-.07854	-.48246	1.98437	-.79151	1.45421	1.88511	-.91699	-.40581	1.29221	.40148	0	1	"year"
-.07854	.48246	1.16365	-1.32828	.47617	-.01928	1.11406	.12331	-1.37983	-1.54858	0	0	"never"
-.95197	.48246	.45468	-.24649	-1.09207	-.71727	-.15487	1.46191	-1.37983	-.84637	0	1	"never"
-.07854	.48246	.45468	.04257	.16767	.29338	2.03972	1.81175	.52975	-1.18084	1	0	"never"
-.07854	.48246	1.98437	1.23461	-1.23177	-.31776	-1.34289	-1.38502	-.21712	-.52593	0	1	"never"
-.95197	-.48246	.45468	-.34799	-.43999	.58331	.28783	-.52745	.52975	.7654	0	1	"never"
-.07854	.48246	1.98437	1.13281	-.43999	.14143	.28783	-.27607	-.71126	-.21575	1	0	"decade"
-.95197	-.48246	-1.22751	-2.05048	-.30033	.14143	-.15487	-.89891	.88113	.40148	0	1	"never"
.49788	-.48246	-.61113	.91093	-.69509	1.24033	-.30172	.25953	-.21712	.07987	0	1	"year"
1.09449	-.48246	.45468	-1.69163	2.127	.14143	.28783	-.40581	.19268	-.21575	0	0	"never"
-.07854	-.48246	-.61113	-.58016	.96248	.44585	-.30172	-.14277	.19268	.7654	0	1	"year"
-.95197	-.48246	-.05921	-.34799	.16767	-.45174	-.76096	-.40581	-2.55524	-.52593	0	1	"decade"
.49788	-.48246	-.05921	-.46725	.80523	-.01928	-.60633	.12331	.88113	1.2247	0	1	"decade"
-.95197	-.48246	.45468	-.24649	.00332	1.43533	.76096	.93949	.52975	-.21575	0	1	"never"
-.95197	.48246	-.61113	1.23461	1.11406	.44585	.59042	.93949	-.71126	.07987	0	0	"decade"
-.95197	.48246	1.16365	.82562	-.69509	-.58331	-.60633	-1.0145	-.71126	.7654	0	0	"never"
.49788	-.48246	-.05921	-.05188	-.30033	-.71727	-.76096	-.78155	.19268	1.2247	0	1	"year"
-.95197	-.48246	-.05921	.22393	.00332	-1.68062	-.15487	.25953	.88113	.7654	0	1	"never"
-.07854	-.48246	.45468	.52135	-.30033	.44585	-.60633	-.65253	-.21712	-.21575	0	1	"decade"
-.95197	-.48246	-.61113	2.28554	-2.11437	-.31776	-.01729	-2.04506	-1.37983	-1.54858	0	0	"never"
-.95197	.48246	-.61113	.62967	-.30033	-.58331	-1.21213	1.46191	-.71126	1.2247	0	1	"year"
1.09449	-.48246	1.98437	.22393	-.80615	-.17779	-.01729	-2.04506	-.71126	-2.07848	0	0	"year"
.49788	-.48246	-.61113	-1.32828	.00332	-1.27553	-.60633	.12331	.88113	.7654	0	1	"never"
-.07854	-.48246	1.16365	1.37297	-1.7625	.44585	.28783	.58489	-1.37983	-.84637	0	0	"never"
.49788	.48246	.45468	.52135	-.15487	-.45174	-.15487	-.65253	-1.37983	-.52593	1	0	"year"
.49788	.48246	-.05921	.91093	-.69509	1.24033	-1.21213	-1.5184	1.29221	1.92173	0	1	"never"
-.07854	-.48246	.45468	-.34799	.16767	.7233	-.45321	-.78155	.88113	.40148	0	1	"year"
-.95197	.48246	-.61113	1.60383	.96248	1.43533	-.30172	-.89891	.88113	1.2247	0	0	"never"
1.09449	.48246	-2.43591	-.92104	.63779	-.97631	.94156	.25953	-1.37983	-2.07848	0	1	"decade"
.49788	-.48246	-.61113	1.02119	1.11406	-.31776	-1.21213	.58489	.88113	1.2247	0	1	"decade"
1.82213	.48246	1.16365	.82562	-.69509	-.45174	-.01729	-.14277	1.86203	.40148	1	0	"never"
1.82213	-.48246	-.61113	.41667	-.69509	-1.42424	-1.47955	-.14277	.52975	-.52593	0	1	"never"
-.07854	.48246	.45468	-.14882	-.15487	-.97631	.13136	.41594	-.71126	-.52593	1	0	"never"
1.09449	.48246	1.16365	.22393	-.69509	-.31776	-.30172	-.52745	-.71126	-.84637	1	0	"never"
.49788	-.48246	1.16365	-1.1943	-.30033	.14143	.43852	.58489	-1.37983	-.84637	1	0	"decade"
.49788	-.48246	-.05921	-.92104	-.57545	-.45174	-.60633	-.27607	.19268	-.21575	1	0	"decade"
.49788	.48246	1.16365	-.14882	-.43999	-.01928	1.2861	1.81175	-.71126	-1.18084	1	0	"never"
1.82213	-.48246	.45468	-.79151	.32197	.44585	-1.47955	1.46191	-.21712	.07987	1	0	"decade"
1.09449	.48246	.45468	-1.69163	-.30033	1.06238	1.61108	-.00665	-.71126	.07987	0	1	"never"
.49788	-.48246	.45468	-.05188	-.94779	.88309	-.01729	-.65253	-.21712	-.52593	0	1	"decade"
1.82213	-.48246	-.61113	-.14882	-1.09207	-.71727	.28783	-1.0145	-.21712	.40148	0	1	"decade"
.49788	.48246	-.61113	.91093	.16767	.44585	-.91699	.12331	1.29221	1.2247	0	1	"decade"
1.09449	-.48246	-2.43591	-1.05308	1.11406	.44585	.76096	1.13407	-.71126	.40148	0	1	"never"
.49788	.48246	.45468	-.34799	.63779	.58331	-.30172	-.00665	.88113	.7654	1	0	"never"
1.82213	-.48246	.45468	-1.43907	.80523	-.17779	-.91699	-.14277	-.71126	.07987	1	0	"never"
.49788	-.48246	-.61113	-.79151	-.30033	-.58331	-.60633	.25953	-.71126	-.52593	1	0	"decade"
-.95197	-.48246	-.61113	-1.43907	.32197	1.06238	2.03972	.12331	-.71126	-.21575	0	1	"never"
-.95197	.48246	.45468	-.14882	-.94779	-1.42424	-.45321	.25953	.52975	-.84637	1	0	"never"
-.07854	-.48246	.45468	-.05188	1.93886	.29338	-.15487	-.52745	.52975	.40148	0	1	"year"
-.95197	-.48246	-.61113	.41667	-.57545	-.45174	.76096	1.13407	-1.37983	-.52593	1	0	"never"
-.95197	-.48246	-.05921	-.92104	-.30033	-.71727	.59042	.41594	-.71126	-1.54858	0	1	"never"
-.95197	-.48246	.45468	.91093	.16767	.58331	-.60633	-1.25773	.19268	1.2247	0	1	"decade"
-.95197	-.48246	-.61113	-.58016	-.15487	-.84732	1.11406	.41594	-1.37983	-.84637	0	1	"never"
-.07854	.48246	1.16365	.52135	.32197	.7233	.13136	1.13407	-.21712	-.52593	0	0	"decade"
-.95197	-.48246	.45468	.52135	.80523	.88309	1.81866	-.00665	.88113	.7654	0	1	"never"
-.95197	-.48246	-.05921	.73545	1.11406	.44585	-1.07533	-.27607	.88113	1.92173	0	1	"never"
-.95197	.48246	-.61113	.62967	.47617	1.06238	1.81866	.25953	-.21712	.40148	0	1	"year"
-.95197	-.48246	-.61113	-.05188	-1.50796	-1.27553	-.60633	-1.78169	1.29221	-.84637	0	1	"never"
.49788	-.48246	.45468	-.79151	-.80615	-.31776	.13136	.25953	-.71126	-.84637	0	1	"decade"
-.95197	-.48246	-1.7379	-.05188	-1.23177	-.71727	-.60633	-.27607	1.86203	1.2247	0	1	"never"
1.82213	-.48246	.45468	-.34799	-.94779	-.71727	-.45321	-.40581	.52975	.40148	1	0	"decade"
.49788	-.48246	-.61113	1.23461	.80523	.88309	-.15487	1.13407	.88113	.7654	0	1	"decade"
.49788	.48246	-.05921	1.60383	-.69509	.29338	.76096	.12331	-.71126	-.84637	1	0	"decade"
1.82213	-.48246	-.05921	-.05188	-.30033	-.01928	-.60633	-.40581	-1.37983	-1.18084	1	0	"decade"
-.07854	.48246	.45468	-.92104	1.45421	.29338	.94156	.58489	.19268	-.52593	0	0	"never"
.49788	.48246	-.61113	1.13281	-.57545	.7233	.76096	-.40581	.19268	-.21575	0	1	"year"
-.07854	.48246	1.16365	.31287	.63779	.7233	1.61108	.25953	-.21712	1.92173	0	1	"year"
-.95197	-.48246	-.05921	2.28554	-.94779	.7233	-1.21213	-.52745	-.71126	-.52593	0	1	"never"
-.07854	.48246	1.16365	.31287	.63779	-.58331	.13136	-.14277	.19268	-.21575	0	1	"never"
-.95197	-.48246	-.61113	-1.43907	.16767	.7233	-.30172	-1.5184	.19268	.07987	0	0	"never"
-.07854	.48246	-1.7379	-.58016	.32197	.14143	-.60633	.12331	1.29221	.7654	0	1	"decade"
.49788	.48246	.45468	.73545	.00332	-.97631	-.01729	-.00665	-.21712	-1.18084	1	0	"never"
-.95197	-.48246	-.61113	-.79151	1.2861	-.31776	-.15487	-.52745	.19268	.40148	0	0	"never"
-.95197	.48246	.45468	1.23461	.63779	.7233	-.15487	-.00665	-.71126	-.21575	0	1	"year"
.49788	-.48246	-1.7379	.62967	.16767	.29338	-.30172	-.27607	-.21712	-.52593	0	1	"never"
-.95197	-.48246	-.61113	.73545	1.11406	1.43533	-1.47955	-1.78169	.88113	.7654	0	1	"year"
-.07854	.48246	.45468	.22393	2.127	2.44904	1.61108	-.65253	1.29221	1.2247	0	1	"year"
-.07854	-.48246	.45468	-.46725	-1.7625	-2.8595	-1.47955	-1.13788	-1.37983	.07987	0	1	"year"
-.07854	-.48246	.45468	-1.05308	1.74091	-.01928	.13136	2.33337	.52975	1.2247	1	0	"decade"
-.95197	.48246	-1.22751	1.23461	.16767	1.43533	1.2861	.58489	-.71126	.40148	0	1	"never"
-.07854	-.48246	1.16365	-.05188	-1.37639	.44585	-.45321	-.52745	.19268	.7654	0	1	"year"
.49788	-.48246	-.61113	-1.32828	.16767	.58331	1.2861	-.65253	.88113	.07987	0	1	"year"
1.09449	.48246	1.16365	.82562	-.30033	.29338	.76096	1.63088	.52975	.40148	1	0	"never"
.49788	.48246	.45468	.62967	.16767	-.71727	-.91699	-.89891	-1.37983	-1.18084	0	1	"never"
-.07854	-.48246	-1.7379	-.34799	.00332	-.58331	-.91699	.7583	.52975	.40148	0	0	"never"
1.09449	-.48246	-.61113	-.92104	.16767	-.01928	.59042	-1.5184	1.29221	-.21575	1	0	"never"
-.07854	.48246	-1.7379	.73545	.32197	-1.11902	.43852	-.40581	-.71126	-.21575	0	0	"never"
